InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
536860,85099B,JUMBO BAG RED RETROSPOT,1,2025-02-26 13:21:35,2.29,12413.0,EIRE
537181,20725,LUNCH BAG RED RETROSPOT,19,2025-12-07 09:25:23,1.82,13585.0,United Kingdom
562549,20725,LUNCH BAG RED RETROSPOT,5,2025-01-24 05:12:58,1.48,16590.0,United Kingdom
560648,20725,LUNCH BAG RED RETROSPOT,1,2025-02-24 14:16:08,1.65,17242.0,United Kingdom
560950,85099B,JUMBO BAG RED RETROSPOT,11,2025-03-13 16:54:26,2.08,16715.0,Netherlands
541882,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,2025-02-24 04:06:05,2.55,14976.0,Germany
565424,85099B,JUMBO BAG RED RETROSPOT,3,2025-07-27 15:00:08,1.87,16172.0,United Kingdom
557202,POST,POSTAGE,5,2025-05-13 02:33:43,16.2,17663.0,Netherlands
541362,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2025-11-30 14:23:57,2.8,12319.0,United Kingdom
539931,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,2025-04-06 09:01:46,2.8,17427.0,United Kingdom
556487,POST,POSTAGE,15,2025-07-16 02:38:02,18.0,16339.0,United Kingdom
562486,POST,POSTAGE,13,2025-08-29 19:18:01,18.0,14318.0,United Kingdom
562554,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2025-08-17 04:23:02,2.55,14691.0,United Kingdom
555976,20725,LUNCH BAG RED RETROSPOT,4,2025-10-18 18:48:58,1.65,14631.0,France
553535,85099B,JUMBO BAG RED RETROSPOT,12,2025-03-15 08:45:58,2.29,12947.0,United Kingdom
559644,85099B,JUMBO BAG RED RETROSPOT,16,2025-07-05 16:25:09,2.08,13381.0,France
540447,85099B,JUMBO BAG RED RETROSPOT,1,2025-10-20 16:58:16,2.08,13770.0,United Kingdom
548406,POST,POSTAGE,7,2025-11-12 10:12:30,19.8,12034.0,United Kingdom
539363,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2025-08-14 16:00:16,2.8,15006.0,United Kingdom
C564521,20725,LUNCH BAG RED RETROSPOT,-10,2025-08-26 10:36:23,1.48,14859.0,Germany
556600,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,2025-11-12 14:32:57,2.3,13977.0,France
562425,21977,PACK OF 60 PINK PAISLEY CAKE CASES,4,2025-08-17 05:25:21,0.5,13058.0,United Kingdom
552918,21977,PACK OF 60 PINK PAISLEY CAKE CASES,19,2025-12-13 10:12:25,0.5,17818.0,United Kingdom
567615,20725,LUNCH BAG RED RETROSPOT,15,2025-02-16 03:17:29,1.65,16071.0,United Kingdom
567605,POST,POSTAGE,11,2025-05-07 09:58:37,18.0,,EIRE
556956,20725,LUNCH BAG RED RETROSPOT,15,2025-02-10 00:22:48,1.48,16336.0,United Kingdom
564350,20725,LUNCH BAG RED RETROSPOT,6,2025-02-03 09:49:57,1.48,14232.0,EIRE
558425,22423,REGENCY CAKESTAND 3 TIER,18,2025-06-22 20:38:36,12.75,13293.0,United Kingdom
560607,POST,POSTAGE,8,2025-03-24 08:40:20,19.8,16038.0,United Kingdom
544404,85099B,JUMBO BAG RED RETROSPOT,8,2025-05-29 11:54:30,2.08,16623.0,France
569401,85099B,JUMBO BAG RED RETROSPOT,11,2025-06-09 20:32:48,2.08,15903.0,United Kingdom
542267,85099B,JUMBO BAG RED RETROSPOT,11,2025-08-15 00:04:22,1.87,15398.0,United Kingdom
559616,85099B,JUMBO BAG RED RETROSPOT,12,2025-12-12 16:05:43,2.08,12014.0,Netherlands
556631,21977,PACK OF 60 PINK PAISLEY CAKE CASES,16,2025-11-07 12:42:00,0.61,15827.0,United Kingdom
539140,85099B,JUMBO BAG RED RETROSPOT,6,2025-05-19 08:14:08,2.29,15710.0,United Kingdom
562337,22423,REGENCY CAKESTAND 3 TIER,14,2025-04-29 06:11:59,14.02,14474.0,United Kingdom
538637,POST,POSTAGE,4,2025-10-09 14:13:36,18.0,13462.0,United Kingdom
553325,POST,POSTAGE,5,2025-02-15 10:15:24,18.0,17874.0,EIRE
563739,85099B,JUMBO BAG RED RETROSPOT,10,2025-07-17 09:29:11,2.08,14251.0,United Kingdom
540256,POST,POSTAGE,10,2025-06-04 16:08:16,19.8,13632.0,Netherlands
548263,85099B,JUMBO BAG RED RETROSPOT,13,2025-03-08 09:35:17,1.87,16238.0,Germany
553282,85099B,JUMBO BAG RED RETROSPOT,3,2025-08-14 19:26:01,2.29,14891.0,Netherlands
567425,POST,POSTAGE,16,2025-04-28 06:50:14,19.8,,EIRE
548986,21977,PACK OF 60 PINK PAISLEY CAKE CASES,11,2025-03-09 16:48:41,0.61,,Netherlands
540020,20725,LUNCH BAG RED RETROSPOT,12,2025-08-27 13:31:11,1.65,14211.0,Germany
540468,85099B,JUMBO BAG RED RETROSPOT,15,2025-03-05 21:30:40,2.08,12913.0,United Kingdom
542758,85099B,JUMBO BAG RED RETROSPOT,14,2025-09-03 09:36:28,2.29,13004.0,United Kingdom
565465,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,2025-03-01 05:38:02,2.3,17637.0,Germany
562287,POST,POSTAGE,10,2025-06-08 09:33:52,19.8,15032.0,United Kingdom
550204,22423,REGENCY CAKESTAND 3 TIER,5,2025-10-22 15:52:23,12.75,14502.0,France
564814,85099B,JUMBO BAG RED RETROSPOT,11,2025-03-25 10:19:01,2.08,13916.0,United Kingdom
567225,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2025-10-08 21:21:21,2.55,16329.0,EIRE
565484,21977,PACK OF 60 PINK PAISLEY CAKE CASES,13,2025-09-21 03:44:28,0.5,17477.0,United Kingdom
536154,85099B,JUMBO BAG RED RETROSPOT,8,2025-11-26 07:24:14,2.29,16613.0,Netherlands
539370,20725,LUNCH BAG RED RETROSPOT,5,2025-03-03 23:35:54,1.65,15206.0,United Kingdom
560666,85099B,JUMBO BAG RED RETROSPOT,10,2025-09-19 19:11:12,2.08,14852.0,United Kingdom
548981,85123A,WHITE HANGING HEART T-LIGHT HOLDER,18,2025-12-08 01:50:44,2.3,17195.0,EIRE
541401,85123A,WHITE HANGING HEART T-LIGHT HOLDER,11,2025-10-06 22:33:54,2.8,17137.0,EIRE
557977,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,2025-03-10 10:13:15,2.8,14341.0,France
548085,20725,LUNCH BAG RED RETROSPOT,9,2025-10-28 15:27:10,1.82,17785.0,Netherlands
567239,20725,LUNCH BAG RED RETROSPOT,12,2025-02-09 00:24:03,1.48,16964.0,United Kingdom
555611,85099B,JUMBO BAG RED RETROSPOT,3,2025-08-03 03:56:32,1.87,17077.0,EIRE
544126,85099B,JUMBO BAG RED RETROSPOT,11,2025-07-01 16:45:52,2.08,12339.0,United Kingdom
567775,22423,REGENCY CAKESTAND 3 TIER,1,2025-07-13 06:15:38,11.48,12780.0,United Kingdom
C556411,POST,POSTAGE,-17,2025-07-09 02:49:25,18.0,13788.0,United Kingdom
546074,POST,POSTAGE,12,2025-01-12 16:19:10,18.0,16567.0,United Kingdom
540879,20725,LUNCH BAG RED RETROSPOT,3,2025-07-05 05:12:46,1.65,12469.0,Germany
554870,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,2025-12-08 20:47:17,2.8,12497.0,France
561407,85099B,JUMBO BAG RED RETROSPOT,17,2025-06-09 04:17:17,2.08,12189.0,United Kingdom
564420,POST,POSTAGE,19,2025-04-12 00:34:12,18.0,13151.0,Netherlands
540335,22423,REGENCY CAKESTAND 3 TIER,3,2025-12-30 09:22:27,14.02,17513.0,United Kingdom
550691,21977,PACK OF 60 PINK PAISLEY CAKE CASES,6,2025-02-06 07:49:55,0.55,16327.0,United Kingdom
569999,POST,POSTAGE,3,2025-06-27 15:19:26,19.8,16301.0,Germany
558469,20725,LUNCH BAG RED RETROSPOT,8,2025-07-07 05:36:20,1.82,13755.0,United Kingdom
C539137,21977,PACK OF 60 PINK PAISLEY CAKE CASES,-17,2025-06-24 23:32:18,0.61,15750.0,United Kingdom
567180,85099B,JUMBO BAG RED RETROSPOT,14,2025-12-03 10:07:46,2.08,16673.0,France
559301,POST,POSTAGE,5,2025-06-03 17:01:04,18.0,15194.0,United Kingdom
551644,85099B,JUMBO BAG RED RETROSPOT,7,2025-12-22 18:26:36,2.08,17136.0,United Kingdom
562419,POST,POSTAGE,12,2025-01-25 21:12:58,18.0,15417.0,France
558045,85099B,JUMBO BAG RED RETROSPOT,12,2025-09-25 12:04:02,2.29,13947.0,United Kingdom
544771,20725,LUNCH BAG RED RETROSPOT,9,2025-08-05 05:27:29,1.82,15832.0,EIRE
563079,POST,POSTAGE,9,2025-03-29 12:26:20,18.0,17658.0,EIRE
544664,21977,PACK OF 60 PINK PAISLEY CAKE CASES,18,2025-03-25 10:12:57,0.55,16959.0,United Kingdom
543782,22423,REGENCY CAKESTAND 3 TIER,10,2025-09-20 14:36:59,12.75,,United Kingdom
556268,85123A,WHITE HANGING HEART T-LIGHT HOLDER,15,2025-08-21 05:40:12,2.3,15581.0,United Kingdom
536634,20725,LUNCH BAG RED RETROSPOT,19,2025-08-12 12:22:34,1.48,,Germany
557436,21977,PACK OF 60 PINK PAISLEY CAKE CASES,7,2025-01-19 22:59:04,0.5,16491.0,United Kingdom
554719,22423,REGENCY CAKESTAND 3 TIER,15,2025-08-07 16:31:05,14.02,15015.0,Netherlands
560497,20725,LUNCH BAG RED RETROSPOT,16,2025-12-25 22:58:44,1.65,13685.0,United Kingdom
541416,POST,POSTAGE,5,2025-01-07 02:34:08,16.2,,France
555729,POST,POSTAGE,5,2025-06-21 15:41:26,18.0,,United Kingdom
551015,21977,PACK OF 60 PINK PAISLEY CAKE CASES,4,2025-06-30 00:32:50,0.5,12424.0,United Kingdom
541931,POST,POSTAGE,12,2025-11-24 04:52:19,18.0,12191.0,United Kingdom
551365,20725,LUNCH BAG RED RETROSPOT,15,2025-04-14 19:50:34,1.65,12690.0,Germany
567420,85123A,WHITE HANGING HEART T-LIGHT HOLDER,15,2025-06-23 02:25:30,2.3,14319.0,Netherlands
564025,POST,POSTAGE,8,2025-09-19 11:29:37,18.0,12959.0,United Kingdom
541664,21977,PACK OF 60 PINK PAISLEY CAKE CASES,14,2025-01-23 01:40:36,0.5,,United Kingdom
564788,POST,POSTAGE,1,2025-10-20 07:09:48,18.0,17485.0,United Kingdom
555218,20725,LUNCH BAG RED RETROSPOT,13,2025-10-28 02:57:54,1.65,13083.0,United Kingdom
537603,21977,PACK OF 60 PINK PAISLEY CAKE CASES,10,2025-09-20 10:54:11,0.55,16974.0,Spain
C567280,22423,REGENCY CAKESTAND 3 TIER,-16,2025-08-25 15:25:51,11.48,12848.0,Netherlands
553881,85123A,WHITE HANGING HEART T-LIGHT HOLDER,19,2025-09-30 15:36:07,2.55,16723.0,Spain
567040,22423,REGENCY CAKESTAND 3 TIER,11,2025-10-13 22:22:39,14.02,,United Kingdom
539345,21977,PACK OF 60 PINK PAISLEY CAKE CASES,12,2025-11-26 02:55:15,0.55,12241.0,United Kingdom
541708,20725,LUNCH BAG RED RETROSPOT,18,2025-06-06 09:36:35,1.82,14569.0,France
566664,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,2025-06-16 12:34:00,2.55,16936.0,United Kingdom
544112,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2025-08-21 02:04:03,2.8,17600.0,Germany
554678,21977,PACK OF 60 PINK PAISLEY CAKE CASES,10,2025-03-12 02:39:25,0.5,12726.0,United Kingdom
556462,22423,REGENCY CAKESTAND 3 TIER,7,2025-11-09 07:26:52,14.02,17016.0,United Kingdom
568241,85123A,WHITE HANGING HEART T-LIGHT HOLDER,13,2025-10-09 20:37:46,2.55,13759.0,Spain
547463,85123A,WHITE HANGING HEART T-LIGHT HOLDER,15,2025-08-19 14:04:11,2.8,14784.0,United Kingdom
561627,21977,PACK OF 60 PINK PAISLEY CAKE CASES,10,2025-04-21 13:29:49,0.55,12652.0,Netherlands
560850,21977,PACK OF 60 PINK PAISLEY CAKE CASES,6,2025-05-07 13:13:29,0.55,17837.0,United Kingdom
559830,20725,LUNCH BAG RED RETROSPOT,11,2025-06-08 19:27:38,1.48,16741.0,United Kingdom
553761,22423,REGENCY CAKESTAND 3 TIER,9,2025-08-30 13:04:36,12.75,15853.0,United Kingdom
538417,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2025-10-11 17:18:14,2.55,16362.0,United Kingdom
545047,20725,LUNCH BAG RED RETROSPOT,15,2025-09-03 07:25:37,1.82,17241.0,United Kingdom
555072,POST,POSTAGE,7,2025-12-06 19:33:58,18.0,12860.0,United Kingdom
549975,85099B,JUMBO BAG RED RETROSPOT,11,2025-12-17 00:46:35,2.08,13476.0,Germany
542275,20725,LUNCH BAG RED RETROSPOT,18,2025-09-15 08:12:12,1.48,12224.0,Spain
559497,20725,LUNCH BAG RED RETROSPOT,4,2025-05-16 06:00:16,1.65,14933.0,United Kingdom
551680,POST,POSTAGE,9,2025-08-07 03:20:49,18.0,14964.0,United Kingdom
562694,85099B,JUMBO BAG RED RETROSPOT,4,2025-06-05 12:53:12,1.87,12178.0,United Kingdom
554642,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,2025-08-18 21:23:54,2.8,15969.0,EIRE
548565,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2025-10-24 03:53:54,2.55,12053.0,Germany
539700,20725,LUNCH BAG RED RETROSPOT,18,2025-05-15 21:13:52,1.48,16757.0,United Kingdom
539569,20725,LUNCH BAG RED RETROSPOT,6,2025-07-04 20:34:15,1.82,16232.0,United Kingdom
553243,85099B,JUMBO BAG RED RETROSPOT,12,2025-01-17 21:11:54,2.08,16890.0,United Kingdom
548011,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2025-09-26 00:08:48,2.55,12709.0,United Kingdom
560419,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,2025-06-28 23:44:33,2.8,17222.0,United Kingdom
557436,21977,PACK OF 60 PINK PAISLEY CAKE CASES,16,2025-06-17 10:15:40,0.55,15286.0,Netherlands
545666,POST,POSTAGE,13,2025-07-14 14:18:28,18.0,17180.0,United Kingdom
561834,85099B,JUMBO BAG RED RETROSPOT,6,2025-03-20 07:19:02,2.08,16176.0,United Kingdom
555237,21977,PACK OF 60 PINK PAISLEY CAKE CASES,19,2025-08-07 12:17:59,0.61,15938.0,United Kingdom
565908,21977,PACK OF 60 PINK PAISLEY CAKE CASES,16,2025-09-29 13:12:08,0.61,12193.0,Germany
568405,POST,POSTAGE,8,2025-05-08 19:08:09,19.8,16151.0,United Kingdom
568706,20725,LUNCH BAG RED RETROSPOT,19,2025-02-17 08:11:39,1.82,14692.0,United Kingdom
540314,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2025-05-22 02:38:35,2.3,17095.0,United Kingdom
553998,21977,PACK OF 60 PINK PAISLEY CAKE CASES,7,2025-03-14 14:04:34,0.55,16104.0,France
536979,20725,LUNCH BAG RED RETROSPOT,18,2025-05-17 18:47:35,1.65,12446.0,United Kingdom
565927,POST,POSTAGE,19,2025-08-17 00:22:32,18.0,,Netherlands
559888,21977,PACK OF 60 PINK PAISLEY CAKE CASES,16,2025-02-11 19:29:36,0.61,12377.0,United Kingdom
544910,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2025-09-30 19:17:04,2.55,13795.0,United Kingdom
556647,21977,PACK OF 60 PINK PAISLEY CAKE CASES,5,2025-03-23 13:51:09,0.61,13300.0,Netherlands
555028,21977,PACK OF 60 PINK PAISLEY CAKE CASES,13,2025-11-23 22:45:23,0.61,17845.0,EIRE
554472,22423,REGENCY CAKESTAND 3 TIER,2,2025-09-25 09:18:36,12.75,,United Kingdom
554339,POST,POSTAGE,19,2025-04-10 03:12:06,16.2,17067.0,EIRE
569461,22423,REGENCY CAKESTAND 3 TIER,18,2025-07-25 15:44:58,12.75,13333.0,United Kingdom
562135,POST,POSTAGE,16,2025-02-10 14:38:12,19.8,15903.0,United Kingdom
549684,85099B,JUMBO BAG RED RETROSPOT,19,2025-02-06 21:57:37,2.08,,EIRE
562286,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2025-12-15 05:22:59,2.3,14351.0,France
540793,21977,PACK OF 60 PINK PAISLEY CAKE CASES,17,2025-10-20 03:47:28,0.55,15738.0,United Kingdom
545701,21977,PACK OF 60 PINK PAISLEY CAKE CASES,5,2025-02-26 16:17:57,0.61,16266.0,Germany
539989,20725,LUNCH BAG RED RETROSPOT,3,2025-04-14 07:27:59,1.65,17234.0,United Kingdom
566119,21977,PACK OF 60 PINK PAISLEY CAKE CASES,5,2025-03-14 04:26:16,0.55,16897.0,United Kingdom
536810,85123A,WHITE HANGING HEART T-LIGHT HOLDER,15,2025-05-25 16:06:50,2.55,15111.0,Netherlands
566310,POST,POSTAGE,18,2025-04-17 04:26:53,18.0,13819.0,United Kingdom
564297,21977,PACK OF 60 PINK PAISLEY CAKE CASES,12,2025-04-30 19:59:49,0.55,13567.0,Germany
568240,22423,REGENCY CAKESTAND 3 TIER,5,2025-07-13 07:28:02,12.75,17956.0,Germany
562040,POST,POSTAGE,12,2025-03-11 15:38:58,19.8,15649.0,Germany
551559,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2025-11-19 13:51:17,2.8,17451.0,United Kingdom
563593,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2025-09-23 14:10:48,2.8,14602.0,Netherlands
569572,85099B,JUMBO BAG RED RETROSPOT,7,2025-10-05 07:17:59,2.29,14913.0,Germany
566344,21977,PACK OF 60 PINK PAISLEY CAKE CASES,3,2025-03-03 02:03:28,0.61,16954.0,France
562686,85099B,JUMBO BAG RED RETROSPOT,7,2025-09-16 15:20:49,1.87,,United Kingdom
562069,POST,POSTAGE,17,2025-11-02 10:24:33,18.0,13204.0,United Kingdom
558208,22423,REGENCY CAKESTAND 3 TIER,8,2025-03-05 23:26:51,12.75,15144.0,United Kingdom
566321,POST,POSTAGE,1,2025-10-02 21:21:51,19.8,13280.0,United Kingdom
550696,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,2025-05-11 01:47:10,2.3,16565.0,United Kingdom
553026,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,2025-10-15 08:40:45,2.8,12179.0,Germany
564642,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2025-06-24 09:58:28,2.55,16961.0,Spain
544923,85123A,WHITE HANGING HEART T-LIGHT HOLDER,13,2025-10-20 09:08:38,2.3,,United Kingdom
561980,85099B,JUMBO BAG RED RETROSPOT,9,2025-02-23 17:21:36,2.08,12139.0,United Kingdom
539752,20725,LUNCH BAG RED RETROSPOT,3,2025-05-23 08:34:52,1.65,15782.0,France
555908,20725,LUNCH BAG RED RETROSPOT,9,2025-04-10 03:40:07,1.65,12474.0,United Kingdom
537185,20725,LUNCH BAG RED RETROSPOT,1,2025-04-01 08:42:21,1.82,14161.0,Netherlands
569902,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2025-04-23 18:53:21,2.8,14018.0,United Kingdom
564628,20725,LUNCH BAG RED RETROSPOT,9,2025-05-20 09:42:51,1.82,15118.0,United Kingdom
544481,85099B,JUMBO BAG RED RETROSPOT,7,2025-02-16 06:51:06,2.08,17505.0,United Kingdom
541106,20725,LUNCH BAG RED RETROSPOT,13,2025-09-16 18:33:38,1.65,14769.0,Netherlands
557819,20725,LUNCH BAG RED RETROSPOT,15,2025-07-20 01:34:59,1.65,,United Kingdom
566654,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2025-10-30 10:55:17,2.55,12556.0,Germany
546918,85099B,JUMBO BAG RED RETROSPOT,10,2025-09-15 02:28:31,2.08,17325.0,United Kingdom
568691,POST,POSTAGE,10,2025-02-24 14:34:12,18.0,,United Kingdom
551566,22423,REGENCY CAKESTAND 3 TIER,10,2025-01-26 21:35:59,12.75,14774.0,Spain
551018,20725,LUNCH BAG RED RETROSPOT,8,2025-06-04 10:37:05,1.65,12553.0,United Kingdom
547524,POST,POSTAGE,4,2025-06-25 23:33:30,16.2,13733.0,United Kingdom
545203,85099B,JUMBO BAG RED RETROSPOT,4,2025-03-29 20:58:19,1.87,15320.0,United Kingdom
547374,85099B,JUMBO BAG RED RETROSPOT,1,2025-10-13 17:27:57,2.29,17403.0,Spain
541880,85099B,JUMBO BAG RED RETROSPOT,1,2025-08-01 04:17:23,2.29,,United Kingdom
548812,20725,LUNCH BAG RED RETROSPOT,16,2025-10-01 00:47:15,1.65,15364.0,United Kingdom
545852,85099B,JUMBO BAG RED RETROSPOT,2,2025-02-09 02:56:58,1.87,17253.0,Netherlands
537927,85099B,JUMBO BAG RED RETROSPOT,17,2025-10-25 08:21:21,2.08,14162.0,France
548328,22423,REGENCY CAKESTAND 3 TIER,18,2025-03-17 09:47:07,12.75,13768.0,Spain
537355,POST,POSTAGE,5,2025-06-13 05:02:31,16.2,12266.0,France
542153,POST,POSTAGE,9,2025-06-10 23:22:58,18.0,17447.0,France
560647,21977,PACK OF 60 PINK PAISLEY CAKE CASES,7,2025-10-27 17:49:50,0.61,12665.0,United Kingdom
536855,POST,POSTAGE,8,2025-04-12 16:47:42,19.8,13292.0,United Kingdom
546570,21977,PACK OF 60 PINK PAISLEY CAKE CASES,7,2025-03-29 15:37:37,0.61,12835.0,France
559262,POST,POSTAGE,7,2025-05-04 14:47:25,16.2,16245.0,France
536721,85123A,WHITE HANGING HEART T-LIGHT HOLDER,14,2025-05-12 21:09:52,2.55,14189.0,Netherlands
561069,22423,REGENCY CAKESTAND 3 TIER,8,2025-03-08 09:22:04,12.75,16229.0,Germany
538770,POST,POSTAGE,4,2025-03-06 03:22:15,18.0,15643.0,United Kingdom
537876,85099B,JUMBO BAG RED RETROSPOT,8,2025-03-26 07:05:01,2.08,12090.0,United Kingdom
542658,85099B,JUMBO BAG RED RETROSPOT,19,2025-06-20 05:29:31,2.08,13845.0,Germany
565251,20725,LUNCH BAG RED RETROSPOT,19,2025-05-06 22:57:28,1.48,12024.0,United Kingdom
537639,21977,PACK OF 60 PINK PAISLEY CAKE CASES,2,2025-05-24 13:36:30,0.55,12393.0,EIRE
539356,85099B,JUMBO BAG RED RETROSPOT,11,2025-09-20 10:14:45,2.08,14838.0,Germany
C568169,85099B,JUMBO BAG RED RETROSPOT,-19,2025-03-29 00:37:06,2.08,13588.0,United Kingdom
556742,85099B,JUMBO BAG RED RETROSPOT,4,2025-11-29 17:03:57,2.08,12534.0,Germany
555324,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2025-10-02 15:31:09,2.55,14452.0,Germany
537374,22423,REGENCY CAKESTAND 3 TIER,5,2025-03-05 19:27:01,11.48,,Netherlands
549396,85099B,JUMBO BAG RED RETROSPOT,7,2025-04-25 03:08:45,2.08,17953.0,United Kingdom
555597,20725,LUNCH BAG RED RETROSPOT,18,2025-03-08 15:46:49,1.48,15969.0,Germany
554112,85099B,JUMBO BAG RED RETROSPOT,5,2025-04-10 08:41:10,2.29,14357.0,United Kingdom
553724,85099B,JUMBO BAG RED RETROSPOT,7,2025-05-14 05:34:57,2.29,,United Kingdom
539835,21977,PACK OF 60 PINK PAISLEY CAKE CASES,5,2025-02-17 05:22:33,0.55,12535.0,United Kingdom
C569622,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-8,2025-01-06 06:54:41,2.8,14319.0,Spain
559862,85099B,JUMBO BAG RED RETROSPOT,19,2025-06-10 17:35:32,2.08,15486.0,Netherlands
C544213,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-2,2025-09-13 00:33:05,2.8,12125.0,United Kingdom
568966,21977,PACK OF 60 PINK PAISLEY CAKE CASES,9,2025-04-21 22:44:13,0.61,17517.0,Germany
546250,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2025-11-11 23:15:54,2.55,15090.0,United Kingdom
540442,85099B,JUMBO BAG RED RETROSPOT,3,2025-05-15 23:13:44,2.08,16720.0,Germany
566362,21977,PACK OF 60 PINK PAISLEY CAKE CASES,1,2025-11-25 20:01:54,0.55,13653.0,United Kingdom
541188,20725,LUNCH BAG RED RETROSPOT,19,2025-03-28 07:46:14,1.48,17017.0,France
538069,20725,LUNCH BAG RED RETROSPOT,6,2025-07-16 09:41:46,1.65,14201.0,United Kingdom
C557374,POST,POSTAGE,-5,2025-10-06 03:02:30,18.0,17569.0,France
544976,21977,PACK OF 60 PINK PAISLEY CAKE CASES,7,2025-01-22 21:25:05,0.5,,United Kingdom
541165,85099B,JUMBO BAG RED RETROSPOT,2,2025-12-06 18:29:25,2.08,,Germany
539480,22423,REGENCY CAKESTAND 3 TIER,3,2025-05-14 03:41:17,14.02,13222.0,Germany
540285,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2025-07-01 23:45:49,2.8,17969.0,United Kingdom
568673,22423,REGENCY CAKESTAND 3 TIER,11,2025-08-18 01:00:32,14.02,13155.0,United Kingdom
558796,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,2025-08-23 18:25:04,2.8,12199.0,EIRE
564656,85099B,JUMBO BAG RED RETROSPOT,6,2025-01-09 03:14:49,2.08,14638.0,Germany
557034,20725,LUNCH BAG RED RETROSPOT,18,2025-11-13 17:59:39,1.65,17009.0,United Kingdom
554473,21977,PACK OF 60 PINK PAISLEY CAKE CASES,6,2025-08-16 21:12:07,0.55,17527.0,United Kingdom
543403,22423,REGENCY CAKESTAND 3 TIER,1,2025-12-31 22:48:29,14.02,17142.0,United Kingdom
568888,85099B,JUMBO BAG RED RETROSPOT,2,2025-06-22 03:51:06,1.87,15318.0,Germany
563988,85123A,WHITE HANGING HEART T-LIGHT HOLDER,14,2025-08-12 03:56:52,2.55,17500.0,Germany
553962,85099B,JUMBO BAG RED RETROSPOT,11,2025-06-10 01:38:06,2.29,14952.0,United Kingdom
539578,85099B,JUMBO BAG RED RETROSPOT,5,2025-11-21 19:43:50,1.87,14869.0,Germany
561844,22423,REGENCY CAKESTAND 3 TIER,5,2025-10-31 04:27:11,12.75,13084.0,France
547307,22423,REGENCY CAKESTAND 3 TIER,5,2025-11-28 09:22:32,12.75,16726.0,France
543111,POST,POSTAGE,9,2025-07-04 09:57:41,18.0,13896.0,United Kingdom
561121,85099B,JUMBO BAG RED RETROSPOT,14,2025-10-16 08:25:06,2.08,13170.0,United Kingdom
564462,21977,PACK OF 60 PINK PAISLEY CAKE CASES,13,2025-05-11 11:54:51,0.61,14217.0,United Kingdom
556872,85123A,WHITE HANGING HEART T-LIGHT HOLDER,15,2025-06-18 08:22:17,2.3,15618.0,United Kingdom
538514,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2025-10-05 05:39:43,2.8,13620.0,United Kingdom
556402,85099B,JUMBO BAG RED RETROSPOT,11,2025-01-30 09:18:30,1.87,14151.0,United Kingdom
567241,POST,POSTAGE,15,2025-09-17 19:20:13,16.2,13980.0,United Kingdom
559333,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2025-01-06 02:49:53,2.8,15577.0,Germany
545026,22423,REGENCY CAKESTAND 3 TIER,12,2025-07-31 23:02:10,11.48,16284.0,United Kingdom
557979,POST,POSTAGE,1,2025-06-24 09:50:14,18.0,16053.0,France
544465,85099B,JUMBO BAG RED RETROSPOT,18,2025-06-21 06:58:48,1.87,12846.0,United Kingdom
565725,22423,REGENCY CAKESTAND 3 TIER,15,2025-06-30 10:40:34,11.48,14082.0,Germany
564757,21977,PACK OF 60 PINK PAISLEY CAKE CASES,12,2025-06-29 22:20:45,0.5,15890.0,United Kingdom
555338,85099B,JUMBO BAG RED RETROSPOT,12,2025-05-29 19:25:06,2.08,,EIRE
